CódigoVenda;Quantidade;Produto;Valor Unitário;Valor Final
67792;2;Polo Liso;R$ 137,00;R$ 274,00
67794;1;Cinto Estampa;R$ 209,00;R$ 209,00
67794;2;Terno Estampa;R$ 706,00;R$ 1.412,00
67794;3;Cinto Estampa;R$ 209,00;R$ 627,00
67795;1;Bermuda Estampa;R$ 169,00;R$ 169,00
67796;2;Polo Xadrez;R$ 142,00;R$ 284,00
67796;4;Camisa Gola V Listrado;R$ 116,00;R$ 464,00
67797;2;Pulseira Linho;R$ 114,00;R$ 228,00
67799;2;Bermuda Linho;R$ 195,00;R$ 390,00
67799;3;Cueca Xadrez;R$ 60,00;R$ 180,00
67800;4;Tênis Xadrez;R$ 259,00;R$ 1.036,00
67800;3;Tênis Estampa;R$ 256,00;R$ 768,00
67801;2;Cueca Estampa;R$ 66,00;R$ 132,00
67801;1;Camisa Gola V Estampa;R$ 118,00;R$ 118,00
67802;5;Meia Xadrez;R$ 41,00;R$ 205,00
67804;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
67804;1;Relógio Linho;R$ 240,00;R$ 240,00
67804;1;Bermuda Linho;R$ 195,00;R$ 195,00
67805;2;Calça Liso;R$ 190,00;R$ 380,00
67805;2;Calça Liso;R$ 190,00;R$ 380,00
67806;1;Mochila Listrado;R$ 275,00;R$ 275,00
67807;4;Cinto Xadrez;R$ 215,00;R$ 860,00
67808;1;Cinto Liso;R$ 209,00;R$ 209,00
67809;1;Short Estampa;R$ 96,00;R$ 96,00
67811;2;Meia Estampa;R$ 50,00;R$ 100,00
67813;1;Camiseta;R$ 180,00;R$ 180,00
67813;3;Tênis;R$ 250,00;R$ 750,00
67814;3;Camisa Liso;R$ 105,00;R$ 315,00
67814;1;Polo Liso;R$ 137,00;R$ 137,00
67814;2;Camiseta Listrado;R$ 197,00;R$ 394,00
67815;2;Sunga Listrado;R$ 114,00;R$ 228,00
67816;1;Short Linho;R$ 133,00;R$ 133,00
67816;1;Calça Listrado;R$ 181,00;R$ 181,00
67817;1;Terno;R$ 700,00;R$ 700,00
67817;1;Short Xadrez;R$ 100,00;R$ 100,00
67817;2;Calça Listrado;R$ 181,00;R$ 362,00
67818;2;Polo Listrado;R$ 149,00;R$ 298,00
67818;1;Camisa Gola V Linho;R$ 145,00;R$ 145,00
67819;1;Meia Listrado;R$ 37,00;R$ 37,00
67821;4;Calça Estampa;R$ 177,00;R$ 708,00
67821;5;Relógio Estampa;R$ 219,00;R$ 1.095,00
67822;3;Sapato Linho;R$ 391,00;R$ 1.173,00
67823;2;Relógio Listrado;R$ 218,00;R$ 436,00
67824;3;Bermuda Estampa;R$ 169,00;R$ 507,00
67824;5;Short Estampa;R$ 96,00;R$ 480,00
67825;2;Sapato;R$ 350,00;R$ 700,00
67826;1;Sunga Linho;R$ 149,00;R$ 149,00
67826;5;Terno Estampa;R$ 706,00;R$ 3.530,00
67826;5;Casaco Liso;R$ 255,00;R$ 1.275,00
67827;3;Short Estampa;R$ 96,00;R$ 288,00
67828;2;Polo;R$ 130,00;R$ 260,00
67830;1;Cinto Estampa;R$ 209,00;R$ 209,00
67830;1;Mochila Linho;R$ 311,00;R$ 311,00
67830;1;Short;R$ 90,00;R$ 90,00
67831;1;Bermuda Linho;R$ 195,00;R$ 195,00
67832;1;Short Liso;R$ 108,00;R$ 108,00
67833;2;Meia Estampa;R$ 50,00;R$ 100,00
67834;1;Cueca Xadrez;R$ 60,00;R$ 60,00
67834;1;Tênis;R$ 250,00;R$ 250,00
67835;1;Chinelo Xadrez;R$ 66,00;R$ 66,00
67836;1;Gorro Estampa;R$ 93,00;R$ 93,00
67836;1;Camisa Gola V;R$ 100,00;R$ 100,00
67837;3;Sapato Estampa;R$ 358,00;R$ 1.074,00
67838;2;Camisa Gola V;R$ 100,00;R$ 200,00
67838;1;Camisa Linho;R$ 141,00;R$ 141,00
67838;3;Relógio Linho;R$ 240,00;R$ 720,00
67839;5;Terno;R$ 700,00;R$ 3.500,00
67840;5;Casaco;R$ 250,00;R$ 1.250,00
67840;1;Mochila Linho;R$ 311,00;R$ 311,00
67841;1;Meia Liso;R$ 38,00;R$ 38,00
67841;3;Camisa Liso;R$ 105,00;R$ 315,00
67842;4;Terno;R$ 700,00;R$ 2.800,00
67844;2;Relógio Xadrez;R$ 214,00;R$ 428,00
67845;2;Pulseira Listrado;R$ 79,00;R$ 158,00
67846;5;Sunga;R$ 100,00;R$ 500,00
67847;2;Chinelo Xadrez;R$ 66,00;R$ 132,00
67849;1;Terno Linho;R$ 750,00;R$ 750,00
67849;2;Bermuda Liso;R$ 157,00;R$ 314,00
67849;5;Camisa Xadrez;R$ 105,00;R$ 525,00
67850;5;Camisa Xadrez;R$ 105,00;R$ 525,00
67850;2;Polo Liso;R$ 137,00;R$ 274,00
67850;3;Camisa Gola V;R$ 100,00;R$ 300,00
67852;4;Polo Estampa;R$ 138,00;R$ 552,00
67854;2;Calça;R$ 170,00;R$ 340,00
67855;1;Cinto Estampa;R$ 209,00;R$ 209,00
67855;1;Pulseira Listrado;R$ 79,00;R$ 79,00
67855;1;Cinto Estampa;R$ 209,00;R$ 209,00
67858;4;Sunga;R$ 100,00;R$ 400,00
67858;2;Gorro Linho;R$ 124,00;R$ 248,00
67858;1;Short Linho;R$ 133,00;R$ 133,00
67858;3;Bermuda Linho;R$ 195,00;R$ 585,00
67859;2;Cinto Linho;R$ 248,00;R$ 496,00
67860;5;Meia Liso;R$ 38,00;R$ 190,00
67860;1;Casaco;R$ 250,00;R$ 250,00
67860;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
67860;3;Camisa Listrado;R$ 108,00;R$ 324,00
67861;2;Cinto Estampa;R$ 209,00;R$ 418,00
67862;1;Chinelo Listrado;R$ 73,00;R$ 73,00
67863;1;Pulseira Linho;R$ 114,00;R$ 114,00
67865;2;Casaco Xadrez;R$ 259,00;R$ 518,00
67865;3;Gorro Linho;R$ 124,00;R$ 372,00
67865;1;Terno Linho;R$ 750,00;R$ 750,00
67866;2;Bermuda Estampa;R$ 169,00;R$ 338,00
67866;2;Sunga Linho;R$ 149,00;R$ 298,00
67866;2;Bermuda Estampa;R$ 169,00;R$ 338,00
67867;3;Sapato Xadrez;R$ 368,00;R$ 1.104,00
67868;1;Mochila;R$ 270,00;R$ 270,00
67869;5;Pulseira Xadrez;R$ 87,00;R$ 435,00
67870;2;Meia Listrado;R$ 37,00;R$ 74,00
67871;2;Camisa Estampa;R$ 113,00;R$ 226,00
67872;1;Pulseira Linho;R$ 114,00;R$ 114,00
67873;1;Polo Xadrez;R$ 142,00;R$ 142,00
67875;1;Camiseta;R$ 180,00;R$ 180,00
67879;1;Camisa Estampa;R$ 113,00;R$ 113,00
67879;3;Sunga Liso;R$ 114,00;R$ 342,00
67879;2;Mochila Estampa;R$ 277,00;R$ 554,00
67880;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
67881;2;Casaco;R$ 250,00;R$ 500,00
67883;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
67883;3;Mochila;R$ 270,00;R$ 810,00
67884;1;Camisa Xadrez;R$ 105,00;R$ 105,00
67884;2;Gorro Listrado;R$ 97,00;R$ 194,00
67885;5;Cinto;R$ 200,00;R$ 1.000,00
67886;5;Camiseta Estampa;R$ 196,00;R$ 980,00
67886;1;Calça Xadrez;R$ 185,00;R$ 185,00
67886;3;Sapato Xadrez;R$ 368,00;R$ 1.104,00
67887;2;Terno;R$ 700,00;R$ 1.400,00
67888;4;Mochila Linho;R$ 311,00;R$ 1.244,00
67888;1;Chinelo Liso;R$ 71,00;R$ 71,00
67889;1;Tênis;R$ 250,00;R$ 250,00
67889;2;Cueca;R$ 50,00;R$ 100,00
67890;4;Mochila;R$ 270,00;R$ 1.080,00
67890;2;Camiseta Liso;R$ 187,00;R$ 374,00
67890;3;Sapato;R$ 350,00;R$ 1.050,00
67890;3;Relógio Estampa;R$ 219,00;R$ 657,00
67890;1;Cinto Estampa;R$ 209,00;R$ 209,00
67892;5;Camiseta Liso;R$ 187,00;R$ 935,00
67894;2;Chinelo Liso;R$ 71,00;R$ 142,00
67895;1;Mochila Xadrez;R$ 283,00;R$ 283,00
67896;2;Casaco Xadrez;R$ 259,00;R$ 518,00
67897;1;Cueca Xadrez;R$ 60,00;R$ 60,00
67897;2;Camisa Listrado;R$ 108,00;R$ 216,00
67897;1;Chinelo Liso;R$ 71,00;R$ 71,00
67897;1;Short Liso;R$ 108,00;R$ 108,00
67898;2;Short Estampa;R$ 96,00;R$ 192,00
67898;1;Chinelo Liso;R$ 71,00;R$ 71,00
67898;1;Meia Listrado;R$ 37,00;R$ 37,00
67900;3;Relógio;R$ 200,00;R$ 600,00
67901;1;Cinto Xadrez;R$ 215,00;R$ 215,00
67902;1;Cueca Xadrez;R$ 60,00;R$ 60,00
67902;2;Pulseira Estampa;R$ 87,00;R$ 174,00
67902;4;Sapato Linho;R$ 391,00;R$ 1.564,00
67903;4;Polo Estampa;R$ 138,00;R$ 552,00
67903;4;Camisa Gola V Liso;R$ 118,00;R$ 472,00
67903;2;Calça Xadrez;R$ 185,00;R$ 370,00
67904;4;Casaco Listrado;R$ 269,00;R$ 1.076,00
67904;1;Polo;R$ 130,00;R$ 130,00
67905;1;Cinto Estampa;R$ 209,00;R$ 209,00
67905;4;Bermuda Xadrez;R$ 155,00;R$ 620,00
67905;5;Cueca Linho;R$ 93,00;R$ 465,00
67905;1;Tênis Linho;R$ 294,00;R$ 294,00
67906;1;Sunga;R$ 100,00;R$ 100,00
67906;2;Cinto Estampa;R$ 209,00;R$ 418,00
67906;2;Sunga Xadrez;R$ 116,00;R$ 232,00
67906;1;Camisa Liso;R$ 105,00;R$ 105,00
67907;5;Camisa;R$ 100,00;R$ 500,00
67907;2;Sunga Xadrez;R$ 116,00;R$ 232,00
67907;3;Polo Estampa;R$ 138,00;R$ 414,00
67908;1;Chinelo Linho;R$ 105,00;R$ 105,00
67909;1;Camisa Gola V Listrado;R$ 116,00;R$ 116,00
67910;1;Tênis Linho;R$ 294,00;R$ 294,00
67911;3;Mochila Liso;R$ 276,00;R$ 828,00
67913;2;Short Estampa;R$ 96,00;R$ 192,00
67914;2;Sunga Linho;R$ 149,00;R$ 298,00
67915;2;Short Linho;R$ 133,00;R$ 266,00
67917;1;Casaco Estampa;R$ 256,00;R$ 256,00
67918;5;Calça Listrado;R$ 181,00;R$ 905,00
67919;4;Camisa Gola V Estampa;R$ 118,00;R$ 472,00
67919;3;Camisa Listrado;R$ 108,00;R$ 324,00
67921;1;Sunga Estampa;R$ 120,00;R$ 120,00
67921;2;Short Listrado;R$ 102,00;R$ 204,00
67922;1;Sapato Listrado;R$ 363,00;R$ 363,00
67924;1;Terno Xadrez;R$ 709,00;R$ 709,00
67924;2;Camisa Linho;R$ 141,00;R$ 282,00
67925;1;Mochila Linho;R$ 311,00;R$ 311,00
67925;2;Camisa Gola V Xadrez;R$ 107,00;R$ 214,00
67925;3;Casaco Linho;R$ 299,00;R$ 897,00
67926;3;Gorro Estampa;R$ 93,00;R$ 279,00
67926;3;Gorro Liso;R$ 92,00;R$ 276,00
67926;1;Bermuda Estampa;R$ 169,00;R$ 169,00
67927;2;Camiseta Liso;R$ 187,00;R$ 374,00
67928;3;Calça Xadrez;R$ 185,00;R$ 555,00
67929;1;Terno Xadrez;R$ 709,00;R$ 709,00
67929;1;Pulseira;R$ 70,00;R$ 70,00
67930;1;Camiseta;R$ 180,00;R$ 180,00
67932;2;Tênis Listrado;R$ 262,00;R$ 524,00
67933;1;Relógio Listrado;R$ 218,00;R$ 218,00
67934;1;Polo;R$ 130,00;R$ 130,00
67935;3;Polo Linho;R$ 176,00;R$ 528,00
67936;3;Terno;R$ 700,00;R$ 2.100,00
67937;4;Camisa Liso;R$ 105,00;R$ 420,00
67938;4;Calça Listrado;R$ 181,00;R$ 724,00
67939;1;Casaco Liso;R$ 255,00;R$ 255,00
67941;2;Relógio Xadrez;R$ 214,00;R$ 428,00
67941;3;Meia;R$ 30,00;R$ 90,00
67942;2;Sapato Estampa;R$ 358,00;R$ 716,00
67943;1;Tênis Listrado;R$ 262,00;R$ 262,00
67943;1;Cinto Linho;R$ 248,00;R$ 248,00
67943;4;Camisa Listrado;R$ 108,00;R$ 432,00
67944;1;Terno Listrado;R$ 709,00;R$ 709,00
67944;1;Mochila Estampa;R$ 277,00;R$ 277,00
67945;1;Bermuda Linho;R$ 195,00;R$ 195,00
67946;2;Mochila Listrado;R$ 275,00;R$ 550,00
67947;1;Sapato Estampa;R$ 358,00;R$ 358,00
67947;5;Gorro;R$ 80,00;R$ 400,00
67948;2;Gorro Xadrez;R$ 85,00;R$ 170,00
67948;3;Casaco Listrado;R$ 269,00;R$ 807,00
67948;4;Relógio Linho;R$ 240,00;R$ 960,00
67949;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
67950;2;Short Listrado;R$ 102,00;R$ 204,00
67951;1;Polo Estampa;R$ 138,00;R$ 138,00
67951;1;Calça Estampa;R$ 177,00;R$ 177,00
67952;1;Casaco Linho;R$ 299,00;R$ 299,00
67952;5;Camiseta Xadrez;R$ 200,00;R$ 1.000,00
67953;3;Mochila Estampa;R$ 277,00;R$ 831,00
67954;1;Bermuda Estampa;R$ 169,00;R$ 169,00
67954;4;Tênis Xadrez;R$ 259,00;R$ 1.036,00
67954;5;Relógio Listrado;R$ 218,00;R$ 1.090,00
67956;2;Relógio Linho;R$ 240,00;R$ 480,00
67956;5;Sunga Xadrez;R$ 116,00;R$ 580,00
67956;3;Pulseira Estampa;R$ 87,00;R$ 261,00
67956;3;Camisa Gola V Linho;R$ 145,00;R$ 435,00
67956;1;Casaco Liso;R$ 255,00;R$ 255,00
67957;1;Terno Xadrez;R$ 709,00;R$ 709,00
67959;4;Sunga Xadrez;R$ 116,00;R$ 464,00
67959;3;Terno Estampa;R$ 706,00;R$ 2.118,00
67963;1;Terno Estampa;R$ 706,00;R$ 706,00
67964;5;Chinelo Xadrez;R$ 66,00;R$ 330,00
67964;1;Camiseta Xadrez;R$ 200,00;R$ 200,00
67965;2;Sapato;R$ 350,00;R$ 700,00
67966;4;Mochila;R$ 270,00;R$ 1.080,00
67966;2;Pulseira Linho;R$ 114,00;R$ 228,00
67967;2;Gorro Estampa;R$ 93,00;R$ 186,00
67967;2;Bermuda Listrado;R$ 163,00;R$ 326,00
67967;4;Mochila Liso;R$ 276,00;R$ 1.104,00
67968;2;Cueca Linho;R$ 93,00;R$ 186,00
67970;3;Pulseira Linho;R$ 114,00;R$ 342,00
67970;1;Camisa Gola V Linho;R$ 145,00;R$ 145,00
67971;2;Relógio Estampa;R$ 219,00;R$ 438,00
67971;1;Cinto Linho;R$ 248,00;R$ 248,00
67971;2;Camiseta Estampa;R$ 196,00;R$ 392,00
67972;2;Camisa Gola V Linho;R$ 145,00;R$ 290,00
67973;2;Gorro Linho;R$ 124,00;R$ 248,00
67973;1;Camisa Gola V Listrado;R$ 116,00;R$ 116,00
67974;2;Gorro Xadrez;R$ 85,00;R$ 170,00
67974;4;Cinto Listrado;R$ 214,00;R$ 856,00
67975;5;Cinto Linho;R$ 248,00;R$ 1.240,00
67975;5;Sunga Linho;R$ 149,00;R$ 745,00
67975;1;Calça Liso;R$ 190,00;R$ 190,00
67977;2;Terno Liso;R$ 720,00;R$ 1.440,00
67979;1;Mochila;R$ 270,00;R$ 270,00
67979;1;Sunga Linho;R$ 149,00;R$ 149,00
67980;1;Cinto Xadrez;R$ 215,00;R$ 215,00
67981;3;Meia Linho;R$ 78,00;R$ 234,00
67982;1;Cinto Listrado;R$ 214,00;R$ 214,00
67982;3;Cinto Linho;R$ 248,00;R$ 744,00
67983;1;Relógio Linho;R$ 240,00;R$ 240,00
67985;2;Chinelo Listrado;R$ 73,00;R$ 146,00
67986;2;Bermuda Listrado;R$ 163,00;R$ 326,00
67987;2;Chinelo;R$ 60,00;R$ 120,00
67988;1;Polo Listrado;R$ 149,00;R$ 149,00
67989;5;Mochila Linho;R$ 311,00;R$ 1.555,00
67992;2;Cueca Estampa;R$ 66,00;R$ 132,00
67993;2;Camiseta Linho;R$ 223,00;R$ 446,00
67993;1;Cinto Xadrez;R$ 215,00;R$ 215,00
67993;1;Cinto Xadrez;R$ 215,00;R$ 215,00
67993;3;Cueca Liso;R$ 69,00;R$ 207,00
67995;1;Camisa Gola V Linho;R$ 145,00;R$ 145,00
67996;1;Camisa Liso;R$ 105,00;R$ 105,00
67997;1;Bermuda Linho;R$ 195,00;R$ 195,00
67997;2;Cueca Listrado;R$ 67,00;R$ 134,00
67998;4;Meia Listrado;R$ 37,00;R$ 148,00
67999;1;Mochila;R$ 270,00;R$ 270,00
67999;2;Bermuda;R$ 150,00;R$ 300,00
67999;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
68002;1;Camiseta Listrado;R$ 197,00;R$ 197,00
68002;3;Sapato Linho;R$ 391,00;R$ 1.173,00
68003;2;Relógio Xadrez;R$ 214,00;R$ 428,00
68005;5;Camiseta;R$ 180,00;R$ 900,00
68005;3;Camisa Gola V Liso;R$ 118,00;R$ 354,00
68006;2;Tênis Estampa;R$ 256,00;R$ 512,00
68006;3;Chinelo;R$ 60,00;R$ 180,00
68008;1;Pulseira Xadrez;R$ 87,00;R$ 87,00
68009;1;Pulseira;R$ 70,00;R$ 70,00
68010;5;Polo Estampa;R$ 138,00;R$ 690,00
68011;1;Terno Liso;R$ 720,00;R$ 720,00
68011;2;Cueca Listrado;R$ 67,00;R$ 134,00
68012;1;Pulseira Estampa;R$ 87,00;R$ 87,00
68013;3;Camiseta;R$ 180,00;R$ 540,00
68013;4;Relógio Linho;R$ 240,00;R$ 960,00
68014;5;Camiseta Linho;R$ 223,00;R$ 1.115,00
68014;2;Relógio Listrado;R$ 218,00;R$ 436,00
68014;5;Pulseira;R$ 70,00;R$ 350,00
68017;2;Tênis Estampa;R$ 256,00;R$ 512,00
68018;4;Bermuda Linho;R$ 195,00;R$ 780,00
68018;3;Bermuda Liso;R$ 157,00;R$ 471,00
68021;4;Camisa Gola V Estampa;R$ 118,00;R$ 472,00
68021;2;Bermuda Listrado;R$ 163,00;R$ 326,00
68023;4;Polo Listrado;R$ 149,00;R$ 596,00
68024;1;Gorro Linho;R$ 124,00;R$ 124,00
68025;2;Short Linho;R$ 133,00;R$ 266,00
68026;3;Gorro Liso;R$ 92,00;R$ 276,00
68026;1;Short Liso;R$ 108,00;R$ 108,00
68027;2;Cueca Xadrez;R$ 60,00;R$ 120,00
68027;1;Gorro Estampa;R$ 93,00;R$ 93,00
68028;5;Pulseira Listrado;R$ 79,00;R$ 395,00
68030;2;Relógio Estampa;R$ 219,00;R$ 438,00
68030;4;Polo Linho;R$ 176,00;R$ 704,00
68031;1;Short;R$ 90,00;R$ 90,00
68032;4;Pulseira Listrado;R$ 79,00;R$ 316,00
68032;3;Gorro Linho;R$ 124,00;R$ 372,00
68033;3;Mochila Linho;R$ 311,00;R$ 933,00
68034;3;Camisa Linho;R$ 141,00;R$ 423,00
68035;5;Gorro Linho;R$ 124,00;R$ 620,00
68035;2;Short Linho;R$ 133,00;R$ 266,00
68035;1;Relógio Listrado;R$ 218,00;R$ 218,00
68037;1;Mochila Estampa;R$ 277,00;R$ 277,00
68038;1;Cinto Liso;R$ 209,00;R$ 209,00
68038;1;Camiseta Listrado;R$ 197,00;R$ 197,00
68038;2;Sapato Listrado;R$ 363,00;R$ 726,00
68040;2;Casaco Xadrez;R$ 259,00;R$ 518,00
68041;2;Meia;R$ 30,00;R$ 60,00
68041;2;Short Estampa;R$ 96,00;R$ 192,00
68041;2;Pulseira Estampa;R$ 87,00;R$ 174,00
68042;4;Mochila Estampa;R$ 277,00;R$ 1.108,00
68045;1;Terno Linho;R$ 750,00;R$ 750,00
68045;1;Tênis Estampa;R$ 256,00;R$ 256,00
68046;5;Mochila Estampa;R$ 277,00;R$ 1.385,00
68047;1;Cinto Liso;R$ 209,00;R$ 209,00
68048;5;Sapato Liso;R$ 368,00;R$ 1.840,00
68049;2;Short Linho;R$ 133,00;R$ 266,00
68049;3;Camisa Gola V Listrado;R$ 116,00;R$ 348,00
68050;1;Relógio Xadrez;R$ 214,00;R$ 214,00
68050;3;Relógio;R$ 200,00;R$ 600,00
68050;3;Cinto Listrado;R$ 214,00;R$ 642,00
68051;1;Polo Liso;R$ 137,00;R$ 137,00
68052;4;Gorro Xadrez;R$ 85,00;R$ 340,00
68052;1;Short Xadrez;R$ 100,00;R$ 100,00
68054;2;Gorro Liso;R$ 92,00;R$ 184,00
68054;2;Tênis Estampa;R$ 256,00;R$ 512,00
68055;3;Tênis Xadrez;R$ 259,00;R$ 777,00
68056;2;Terno Linho;R$ 750,00;R$ 1.500,00
68056;5;Meia Xadrez;R$ 41,00;R$ 205,00
68060;5;Bermuda Linho;R$ 195,00;R$ 975,00
68061;3;Polo Estampa;R$ 138,00;R$ 414,00
68062;3;Terno Estampa;R$ 706,00;R$ 2.118,00
68062;1;Pulseira Liso;R$ 87,00;R$ 87,00
68063;2;Pulseira Liso;R$ 87,00;R$ 174,00
68064;3;Relógio Liso;R$ 216,00;R$ 648,00
68065;1;Chinelo Listrado;R$ 73,00;R$ 73,00
68066;1;Mochila Linho;R$ 311,00;R$ 311,00
68067;2;Camisa Estampa;R$ 113,00;R$ 226,00
68068;3;Polo Xadrez;R$ 142,00;R$ 426,00
68069;1;Mochila Linho;R$ 311,00;R$ 311,00
68069;1;Sunga Linho;R$ 149,00;R$ 149,00
68070;1;Terno Listrado;R$ 709,00;R$ 709,00
68071;4;Terno Listrado;R$ 709,00;R$ 2.836,00
68072;4;Short Xadrez;R$ 100,00;R$ 400,00
68074;2;Cueca Linho;R$ 93,00;R$ 186,00
68075;1;Polo Estampa;R$ 138,00;R$ 138,00
68075;1;Sunga Linho;R$ 149,00;R$ 149,00
68077;3;Pulseira Listrado;R$ 79,00;R$ 237,00
68079;2;Calça Xadrez;R$ 185,00;R$ 370,00
68080;5;Camisa Estampa;R$ 113,00;R$ 565,00
68081;1;Sapato Xadrez;R$ 368,00;R$ 368,00
68081;1;Sunga;R$ 100,00;R$ 100,00
68084;1;Sapato Linho;R$ 391,00;R$ 391,00
68084;1;Meia Xadrez;R$ 41,00;R$ 41,00
68084;5;Relógio Xadrez;R$ 214,00;R$ 1.070,00
68085;2;Cinto Linho;R$ 248,00;R$ 496,00
68086;3;Meia Linho;R$ 78,00;R$ 234,00
68088;1;Camiseta;R$ 180,00;R$ 180,00
68088;3;Chinelo Xadrez;R$ 66,00;R$ 198,00
68088;2;Mochila Liso;R$ 276,00;R$ 552,00
68089;2;Cinto Listrado;R$ 214,00;R$ 428,00
68090;1;Sapato Estampa;R$ 358,00;R$ 358,00
68090;1;Cinto Estampa;R$ 209,00;R$ 209,00
68090;2;Pulseira Linho;R$ 114,00;R$ 228,00
68090;1;Chinelo Estampa;R$ 74,00;R$ 74,00
68090;2;Pulseira;R$ 70,00;R$ 140,00
68091;4;Pulseira Estampa;R$ 87,00;R$ 348,00
68091;1;Terno;R$ 700,00;R$ 700,00
68091;1;Cueca Linho;R$ 93,00;R$ 93,00
68091;2;Cinto Liso;R$ 209,00;R$ 418,00
68092;1;Mochila Liso;R$ 276,00;R$ 276,00
68093;1;Gorro Linho;R$ 124,00;R$ 124,00
68093;1;Polo;R$ 130,00;R$ 130,00
68094;5;Short Liso;R$ 108,00;R$ 540,00
68095;2;Camisa Gola V Listrado;R$ 116,00;R$ 232,00
68095;3;Relógio Listrado;R$ 218,00;R$ 654,00
68095;2;Sapato Xadrez;R$ 368,00;R$ 736,00
68097;2;Short Linho;R$ 133,00;R$ 266,00
68097;1;Sapato Linho;R$ 391,00;R$ 391,00
68099;2;Casaco;R$ 250,00;R$ 500,00
68101;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
68102;1;Short Liso;R$ 108,00;R$ 108,00
68103;2;Camisa;R$ 100,00;R$ 200,00
68104;1;Casaco Liso;R$ 255,00;R$ 255,00
68104;2;Relógio;R$ 200,00;R$ 400,00
68104;2;Sapato Xadrez;R$ 368,00;R$ 736,00
68105;4;Mochila;R$ 270,00;R$ 1.080,00
68105;1;Cueca Listrado;R$ 67,00;R$ 67,00
68105;1;Terno Liso;R$ 720,00;R$ 720,00
68106;1;Polo;R$ 130,00;R$ 130,00
68106;1;Sunga Estampa;R$ 120,00;R$ 120,00
68109;2;Relógio Liso;R$ 216,00;R$ 432,00
68109;1;Calça;R$ 170,00;R$ 170,00
68111;1;Polo Liso;R$ 137,00;R$ 137,00
68112;2;Pulseira Linho;R$ 114,00;R$ 228,00
68113;1;Calça;R$ 170,00;R$ 170,00
68113;2;Casaco Liso;R$ 255,00;R$ 510,00
68114;2;Terno Listrado;R$ 709,00;R$ 1.418,00
68115;1;Relógio Estampa;R$ 219,00;R$ 219,00
68115;1;Chinelo Linho;R$ 105,00;R$ 105,00
68116;1;Relógio Liso;R$ 216,00;R$ 216,00
68117;3;Casaco Listrado;R$ 269,00;R$ 807,00
68117;2;Camisa Xadrez;R$ 105,00;R$ 210,00
68117;2;Short Listrado;R$ 102,00;R$ 204,00
68118;4;Sapato Liso;R$ 368,00;R$ 1.472,00
68120;2;Mochila Linho;R$ 311,00;R$ 622,00
68121;3;Cinto Linho;R$ 248,00;R$ 744,00
68122;2;Sapato Listrado;R$ 363,00;R$ 726,00
68122;1;Camisa;R$ 100,00;R$ 100,00
68123;3;Polo;R$ 130,00;R$ 390,00
68123;1;Cinto Linho;R$ 248,00;R$ 248,00
68124;3;Chinelo Xadrez;R$ 66,00;R$ 198,00
68127;5;Casaco Estampa;R$ 256,00;R$ 1.280,00
68128;2;Relógio Estampa;R$ 219,00;R$ 438,00
68128;5;Relógio;R$ 200,00;R$ 1.000,00
68129;3;Short Linho;R$ 133,00;R$ 399,00
68129;1;Meia;R$ 30,00;R$ 30,00
68129;5;Terno Listrado;R$ 709,00;R$ 3.545,00
68129;4;Camiseta;R$ 180,00;R$ 720,00
68130;3;Sunga Estampa;R$ 120,00;R$ 360,00
68132;5;Bermuda Linho;R$ 195,00;R$ 975,00
68133;3;Chinelo;R$ 60,00;R$ 180,00
68134;1;Bermuda Listrado;R$ 163,00;R$ 163,00
68134;1;Chinelo;R$ 60,00;R$ 60,00
68134;2;Casaco Linho;R$ 299,00;R$ 598,00
68135;3;Camisa Gola V Linho;R$ 145,00;R$ 435,00
68135;5;Sunga Xadrez;R$ 116,00;R$ 580,00
68135;4;Meia Linho;R$ 78,00;R$ 312,00
68135;2;Terno Listrado;R$ 709,00;R$ 1.418,00
68136;1;Camiseta Xadrez;R$ 200,00;R$ 200,00
68136;1;Sunga Estampa;R$ 120,00;R$ 120,00
68138;3;Polo Xadrez;R$ 142,00;R$ 426,00
68139;2;Sapato Xadrez;R$ 368,00;R$ 736,00
68139;1;Terno Xadrez;R$ 709,00;R$ 709,00
68139;1;Chinelo Linho;R$ 105,00;R$ 105,00
68140;3;Casaco Linho;R$ 299,00;R$ 897,00
68141;2;Cinto Linho;R$ 248,00;R$ 496,00
68141;5;Mochila Listrado;R$ 275,00;R$ 1.375,00
68141;1;Meia Liso;R$ 38,00;R$ 38,00
68142;2;Tênis Estampa;R$ 256,00;R$ 512,00
68142;5;Camisa Gola V Linho;R$ 145,00;R$ 725,00
68143;1;Terno Xadrez;R$ 709,00;R$ 709,00
68144;2;Pulseira Liso;R$ 87,00;R$ 174,00
68144;3;Mochila Linho;R$ 311,00;R$ 933,00
68145;1;Meia Estampa;R$ 50,00;R$ 50,00
68146;5;Short Linho;R$ 133,00;R$ 665,00
68146;1;Cinto Liso;R$ 209,00;R$ 209,00
68147;1;Cueca Xadrez;R$ 60,00;R$ 60,00
68147;3;Camiseta Listrado;R$ 197,00;R$ 591,00
